idx,name,n,capacity,bks_cost,bks_routes,ref_ok
2362,XML100_1314_14,100,12.0,11207.0,9,1
2363,XML100_1314_15,100,13.0,15438.0,8,1
2364,XML100_1314_16,100,15.0,11671.0,7,1
2365,XML100_1314_17,100,13.0,15292.0,8,1
2366,XML100_1314_18,100,14.0,10488.0,8,1
2367,XML100_1314_19,100,13.0,12459.0,8,1
2368,XML100_1314_20,100,15.0,12356.0,7,1
2369,XML100_1314_21,100,12.0,13547.0,9,1
2370,XML100_1314_22,100,14.0,10732.0,8,1
2371,XML100_1314_23,100,13.0,13346.0,8,1
2372,XML100_1314_24,100,15.0,12771.0,7,1
2373,XML100_1314_25,100,12.0,14429.0,9,1
2374,XML100_1314_26,100,12.0,13653.0,9,1
2375,XML100_1314_27,100,14.0,10857.0,8,1
2376,XML100_1315_01,100,19.0,10455.0,6,1
2377,XML100_1315_02,100,24.0,9381.0,5,1
2378,XML100_1315_03,100,17.0,11555.0,6,1
2379,XML100_1315_04,100,17.0,11080.0,6,1
2380,XML100_1315_05,100,23.0,8794.0,5,1
2381,XML100_1315_06,100,20.0,10760.0,5,1
2382,XML100_1315_07,100,17.0,9366.0,6,1
2383,XML100_1315_08,100,17.0,11484.0,6,1
2384,XML100_1315_09,100,23.0,8862.0,5,1
2385,XML100_1315_10,100,18.0,10122.0,6,1
2386,XML100_1315_11,100,16.0,12311.0,7,1
2387,XML100_1315_12,100,24.0,8798.0,5,1
2388,XML100_1315_13,100,22.0,9356.0,5,1
2389,XML100_1315_14,100,16.0,9668.0,7,1
2390,XML100_1315_15,100,18.0,10202.0,6,1
2391,XML100_1315_16,100,22.0,9178.0,5,1
2392,XML100_1315_17,100,22.0,10253.0,5,1
2393,XML100_1315_18,100,19.0,10847.0,6,1
2394,XML100_1315_19,100,21.0,9229.0,5,1
2395,XML100_1315_20,100,17.0,10505.0,6,1
2396,XML100_1315_21,100,22.0,9387.0,5,1
2397,XML100_1315_22,100,18.0,9452.0,6,1
2398,XML100_1315_23,100,19.0,9422.0,6,1
2399,XML100_1315_24,100,20.0,11136.0,5,1
2400,XML100_1315_25,100,23.0,10129.0,5,1
2401,XML100_1315_26,100,16.0,10323.0,7,1
2402,XML100_1315_27,100,20.0,11400.0,5,1
2403,XML100_1316_01,100,43.0,7838.0,3,1
2404,XML100_1316_02,100,49.0,7937.0,3,1
2405,XML100_1316_03,100,33.0,8429.0,4,1
2406,XML100_1316_04,100,31.0,7798.0,4,1
2407,XML100_1316_05,100,33.0,8410.0,4,1
2408,XML100_1316_06,100,32.0,8228.0,4,1
2409,XML100_1316_07,100,42.0,8444.0,3,1
2410,XML100_1316_08,100,30.0,9448.0,4,1
2411,XML100_1316_09,100,25.0,9389.0,4,1
2412,XML100_1316_10,100,40.0,7443.0,3,1
2413,XML100_1316_11,100,49.0,7883.0,3,1
2414,XML100_1316_12,100,30.0,9586.0,4,1
2415,XML100_1316_13,100,32.0,8986.0,4,1
2416,XML100_1316_14,100,32.0,8084.0,4,1
2417,XML100_1316_15,100,40.0,8102.0,3,1
2418,XML100_1316_16,100,29.0,9369.0,4,1
2419,XML100_1316_17,100,38.0,7698.0,3,1
2420,XML100_1316_18,100,27.0,9109.0,4,1
2421,XML100_1316_19,100,25.0,9257.0,4,1
2422,XML100_1316_20,100,30.0,9246.0,4,1
2423,XML100_1316_21,100,25.0,9447.0,4,1
2424,XML100_1316_22,100,44.0,8517.0,3,1
2425,XML100_1316_23,100,41.0,7478.0,3,1
2426,XML100_1316_24,100,49.0,7726.0,3,1
2427,XML100_1316_25,100,40.0,7774.0,3,1
2428,XML100_1316_26,100,26.0,8704.0,4,1
2429,XML100_1316_27,100,28.0,8466.0,4,1
2430,XML100_1321_01,100,22.0,22655.0,28,1
2431,XML100_1321_02,100,26.0,27438.0,20,1
2432,XML100_1321_03,100,22.0,31723.0,26,1
2433,XML100_1321_04,100,25.0,27931.0,21,1
2434,XML100_1321_05,100,19.0,26427.0,28,1
2435,XML100_1321_06,100,21.0,28192.0,26,1
2436,XML100_1321_07,100,24.0,28183.0,22,1
2437,XML100_1321_08,100,25.0,24842.0,21,1
2438,XML100_1321_09,100,23.0,25634.0,23,1
2439,XML100_1321_10,100,25.0,23013.0,21,1
2440,XML100_1321_11,100,27.0,20799.0,22,1
2441,XML100_1321_12,100,20.0,44149.0,31,1
2442,XML100_1321_13,100,29.0,27981.0,21,1
2443,XML100_1321_14,100,24.0,21847.0,23,1
2444,XML100_1321_15,100,23.0,19485.0,24,1
2445,XML100_1321_16,100,25.0,33684.0,23,1
2446,XML100_1321_17,100,23.0,22211.0,22,1
2447,XML100_1321_18,100,17.0,33780.0,30,1
2448,XML100_1321_19,100,26.0,20088.0,23,1
2449,XML100_1321_20,100,26.0,29844.0,23,1
2450,XML100_1321_21,100,26.0,21963.0,22,1
2451,XML100_1321_22,100,23.0,34644.0,23,1
2452,XML100_1321_23,100,19.0,45996.0,30,1
2453,XML100_1321_24,100,25.0,28923.0,24,1
2454,XML100_1321_25,100,24.0,27039.0,24,1
2455,XML100_1321_26,100,21.0,37205.0,27,1
2456,XML100_1321_27,100,17.0,37768.0,33,1
2457,XML100_1322_01,100,40.0,20706.0,15,1
2458,XML100_1322_02,100,38.0,21696.0,15,1
2459,XML100_1322_03,100,34.0,17657.0,17,1
2460,XML100_1322_04,100,35.0,27592.0,17,1
2461,XML100_1322_05,100,30.0,15128.0,17,1
2462,XML100_1322_06,100,31.0,23900.0,18,1
2463,XML100_1322_07,100,35.0,20679.0,16,1
2464,XML100_1322_08,100,31.0,31391.0,19,1
2465,XML100_1322_09,100,33.0,20576.0,17,1
2466,XML100_1322_10,100,28.0,24688.0,20,1
2467,XML100_1322_11,100,39.0,19395.0,16,1
2468,XML100_1322_12,100,32.0,23542.0,19,1
2469,XML100_1322_13,100,42.0,13983.0,14,1
2470,XML100_1322_14,100,46.0,15171.0,13,1
2471,XML100_1322_15,100,36.0,25960.0,14,1
2472,XML100_1322_16,100,32.0,25113.0,17,1
2473,XML100_1322_17,100,42.0,21233.0,13,1
2474,XML100_1322_18,100,31.0,28006.0,17,1
2475,XML100_1322_19,100,31.0,18118.0,18,1
2476,XML100_1322_20,100,32.0,20319.0,17,1
2477,XML100_1322_21,100,41.0,21222.0,14,1
2478,XML100_1322_22,100,38.0,19953.0,14,1
2479,XML100_1322_23,100,29.0,25802.0,20,1
2480,XML100_1322_24,100,37.0,24956.0,15,1
2481,XML100_1322_25,100,43.0,21874.0,13,1
2482,XML100_1322_26,100,48.0,18559.0,13,1
2483,XML100_1322_27,100,41.0,20586.0,14,1
2484,XML100_1323_01,100,62.0,12334.0,9,1
2485,XML100_1323_02,100,55.0,13388.0,10,1
2486,XML100_1323_03,100,60.0,13747.0,9,1
2487,XML100_1323_04,100,63.0,12631.0,9,1
2488,XML100_1323_05,100,56.0,18127.0,10,1
2489,XML100_1323_06,100,61.0,14679.0,9,1
2490,XML100_1323_07,100,67.0,15859.0,9,1
2491,XML100_1323_08,100,50.0,18409.0,12,1
2492,XML100_1323_09,100,59.0,13093.0,10,1
2493,XML100_1323_10,100,50.0,16997.0,12,1
2494,XML100_1323_11,100,68.0,16581.0,9,1
2495,XML100_1323_12,100,50.0,18319.0,11,1
2496,XML100_1323_13,100,51.0,12632.0,11,1
2497,XML100_1323_14,100,50.0,14878.0,12,1
2498,XML100_1323_15,100,58.0,17437.0,9,1
2499,XML100_1323_16,100,53.0,14115.0,12,1
2500,XML100_1323_17,100,46.0,23818.0,12,1
2501,XML100_1323_18,100,62.0,12470.0,10,1
2502,XML100_1323_19,100,67.0,16006.0,9,1
2503,XML100_1323_20,100,57.0,15794.0,9,1
2504,XML100_1323_21,100,52.0,12690.0,11,1
2505,XML100_1323_22,100,55.0,16385.0,11,1
2506,XML100_1323_23,100,55.0,12077.0,11,1
2507,XML100_1323_24,100,69.0,13937.0,9,1
2508,XML100_1323_25,100,46.0,17827.0,12,1
2509,XML100_1323_26,100,52.0,14211.0,11,1
2510,XML100_1323_27,100,53.0,18642.0,11,1
2511,XML100_1324_01,100,66.0,11301.0,8,1
2512,XML100_1324_02,100,84.0,9698.0,7,1
2513,XML100_1324_03,100,82.0,13736.0,8,1
2514,XML100_1324_04,100,76.0,11242.0,8,1
2515,XML100_1324_05,100,76.0,12427.0,8,1
2516,XML100_1324_06,100,85.0,10248.0,7,1
2517,XML100_1324_07,100,75.0,11973.0,8,1
2518,XML100_1324_08,100,68.0,14388.0,9,1
2519,XML100_1324_09,100,79.0,10403.0,8,1
2520,XML100_1324_10,100,84.0,10865.0,7,1
2521,XML100_1324_11,100,73.0,11172.0,8,1
2522,XML100_1324_12,100,82.0,9385.0,7,1
2523,XML100_1324_13,100,69.0,14284.0,9,1
2524,XML100_1324_14,100,79.0,10734.0,8,1
2525,XML100_1324_15,100,78.0,13656.0,8,1
2526,XML100_1324_16,100,69.0,14269.0,8,1
2527,XML100_1324_17,100,73.0,13436.0,8,1
2528,XML100_1324_18,100,80.0,9743.0,7,1
2529,XML100_1324_19,100,91.0,10917.0,7,1
2530,XML100_1324_20,100,64.0,11197.0,9,1
2531,XML100_1324_21,100,67.0,13520.0,9,1
2532,XML100_1324_22,100,79.0,10654.0,7,1
2533,XML100_1324_23,100,70.0,11976.0,8,1
2534,XML100_1324_24,100,69.0,13557.0,9,1
2535,XML100_1324_25,100,90.0,10895.0,7,1
2536,XML100_1324_26,100,69.0,10830.0,8,1
2537,XML100_1324_27,100,71.0,11334.0,8,1
2538,XML100_1325_01,100,101.0,11545.0,6,1
2539,XML100_1325_02,100,91.0,10721.0,6,1
2540,XML100_1325_03,100,115.0,8737.0,5,1
2541,XML100_1325_04,100,93.0,13004.0,7,1
2542,XML100_1325_05,100,95.0,12018.0,6,1
2543,XML100_1325_06,100,120.0,11477.0,5,1
2544,XML100_1325_07,100,123.0,10664.0,5,1
2545,XML100_1325_08,100,106.0,9614.0,6,1
2546,XML100_1325_09,100,127.0,10400.0,5,1
2547,XML100_1325_10,100,132.0,8135.0,5,1
2548,XML100_1325_11,100,98.0,12542.0,6,1
2549,XML100_1325_12,100,119.0,9158.0,5,1
2550,XML100_1325_13,100,118.0,10746.0,5,1
2551,XML100_1325_14,100,118.0,8210.0,5,1
2552,XML100_1325_15,100,94.0,11161.0,6,1
2553,XML100_1325_16,100,131.0,9746.0,5,1
2554,XML100_1325_17,100,108.0,10445.0,5,1
2555,XML100_1325_18,100,95.0,10910.0,7,1
2556,XML100_1325_19,100,125.0,11109.0,5,1
2557,XML100_1325_20,100,102.0,10378.0,6,1
2558,XML100_1325_21,100,113.0,11212.0,6,1
2559,XML100_1325_22,100,141.0,11532.0,5,1
2560,XML100_1325_23,100,102.0,11605.0,6,1
2561,XML100_1325_24,100,106.0,10637.0,5,1
2562,XML100_1325_25,100,119.0,8659.0,5,1
2563,XML100_1325_26,100,88.0,10744.0,6,1
2564,XML100_1325_27,100,96.0,9323.0,6,1
2565,XML100_1326_01,100,174.0,8876.0,4,1
2566,XML100_1326_02,100,182.0,8161.0,4,1
2567,XML100_1326_03,100,206.0,7680.0,3,1
2568,XML100_1326_04,100,293.0,7682.0,3,1
2569,XML100_1326_05,100,149.0,8673.0,4,1
2570,XML100_1326_06,100,136.0,7897.0,4,1
2571,XML100_1326_07,100,210.0,7501.0,3,1
2572,XML100_1326_08,100,148.0,8069.0,4,1
2573,XML100_1326_09,100,170.0,7932.0,4,1
2574,XML100_1326_10,100,155.0,9930.0,4,1
2575,XML100_1326_11,100,245.0,8752.0,3,1
2576,XML100_1326_12,100,267.0,8597.0,3,1
2577,XML100_1326_13,100,211.0,8350.0,3,1
2578,XML100_1326_14,100,232.0,8267.0,3,1
2579,XML100_1326_15,100,200.0,9152.0,3,1
2580,XML100_1326_16,100,179.0,8976.0,4,1
2581,XML100_1326_17,100,283.0,7820.0,3,1
2582,XML100_1326_18,100,207.0,8146.0,3,1
2583,XML100_1326_19,100,253.0,8169.0,3,1
2584,XML100_1326_20,100,266.0,8103.0,3,1
2585,XML100_1326_21,100,154.0,9303.0,4,1
2586,XML100_1326_22,100,162.0,8187.0,4,1
2587,XML100_1326_23,100,237.0,7863.0,3,1
2588,XML100_1326_24,100,227.0,8573.0,3,1
2589,XML100_1326_25,100,235.0,8262.0,3,1
2590,XML100_1326_26,100,172.0,7766.0,4,1
2591,XML100_1326_27,100,166.0,9037.0,3,1
2592,XML100_1331_01,100,24.0,39385.0,32,1
2593,XML100_1331_02,100,32.0,25932.0,25,1
2594,XML100_1331_03,100,33.0,38134.0,24,1
2595,XML100_1331_04,100,26.0,44124.0,30,1
2596,XML100_1331_05,100,36.0,24879.0,22,1
2597,XML100_1331_06,100,33.0,24858.0,24,1
2598,XML100_1331_07,100,29.0,30241.0,28,1
2599,XML100_1331_08,100,25.0,35533.0,31,1
2600,XML100_1331_09,100,23.0,45573.0,33,1
2601,XML100_1331_10,100,36.0,35931.0,21,1
2602,XML100_1331_11,100,34.0,25444.0,22,1
2603,XML100_1331_12,100,36.0,24472.0,21,1
2604,XML100_1331_13,100,24.0,41725.0,33,1
2605,XML100_1331_14,100,30.0,36316.0,26,1
2606,XML100_1331_15,100,33.0,26589.0,24,1
2607,XML100_1331_16,100,38.0,24491.0,21,1
2608,XML100_1331_17,100,31.0,24710.0,25,1
2609,XML100_1331_18,100,29.0,28385.0,27,1
2610,XML100_1331_19,100,28.0,28400.0,29,1
2611,XML100_1331_20,100,29.0,34278.0,27,1
2612,XML100_1331_21,100,27.0,43827.0,29,1
2613,XML100_1331_22,100,26.0,46457.0,29,1
2614,XML100_1331_23,100,30.0,25137.0,28,1
2615,XML100_1331_24,100,35.0,30419.0,23,1
2616,XML100_1331_25,100,26.0,33686.0,30,1
2617,XML100_1331_26,100,33.0,25977.0,24,1
2618,XML100_1331_27,100,30.0,30645.0,26,1
2619,XML100_1332_01,100,49.0,22224.0,16,1
2620,XML100_1332_02,100,57.0,18876.0,14,1
2621,XML100_1332_03,100,42.0,26397.0,19,1
2622,XML100_1332_04,100,43.0,19469.0,18,1
2623,XML100_1332_05,100,39.0,25869.0,20,1
2624,XML100_1332_06,100,43.0,17908.0,19,1
2625,XML100_1332_07,100,45.0,24694.0,17,1
2626,XML100_1332_08,100,44.0,19433.0,18,1
2627,XML100_1332_09,100,52.0,18207.0,15,1
2628,XML100_1332_10,100,49.0,18833.0,16,1
2629,XML100_1332_11,100,61.0,22209.0,13,1
2630,XML100_1332_12,100,49.0,17429.0,16,1
2631,XML100_1332_13,100,57.0,19198.0,14,1
2632,XML100_1332_14,100,50.0,16708.0,15,1
2633,XML100_1332_15,100,47.0,25304.0,16,1
2634,XML100_1332_16,100,48.0,25369.0,16,1
2635,XML100_1332_17,100,56.0,14971.0,14,1
2636,XML100_1332_18,100,58.0,19482.0,14,1
2637,XML100_1332_19,100,51.0,20473.0,16,1
2638,XML100_1332_20,100,43.0,22731.0,18,1
2639,XML100_1332_21,100,60.0,23706.0,13,1
2640,XML100_1332_22,100,57.0,18764.0,14,1
2641,XML100_1332_23,100,41.0,17962.0,19,1
2642,XML100_1332_24,100,40.0,18047.0,19,1
2643,XML100_1332_25,100,54.0,22365.0,14,1
2644,XML100_1332_26,100,44.0,17741.0,18,1
2645,XML100_1332_27,100,40.0,30471.0,19,1
2646,XML100_1333_01,100,80.0,13568.0,10,1
2647,XML100_1333_02,100,74.0,19735.0,11,1
2648,XML100_1333_03,100,68.0,14505.0,12,1
2649,XML100_1333_04,100,70.0,16346.0,12,1
2650,XML100_1333_05,100,78.0,17005.0,10,1
2651,XML100_1333_06,100,74.0,14609.0,11,1
2652,XML100_1333_07,100,61.0,20141.0,13,1
2653,XML100_1333_08,100,79.0,19121.0,10,1
2654,XML100_1333_09,100,66.0,17160.0,11,1
2655,XML100_1333_10,100,71.0,19549.0,11,1
2656,XML100_1333_11,100,72.0,13340.0,11,1
2657,XML100_1333_12,100,77.0,14718.0,10,1
2658,XML100_1333_13,100,62.0,19898.0,12,1
2659,XML100_1333_14,100,75.0,14896.0,11,1
2660,XML100_1333_15,100,73.0,12827.0,11,1
2661,XML100_1333_16,100,65.0,13122.0,12,1
2662,XML100_1333_17,100,67.0,14428.0,12,1
2663,XML100_1333_18,100,73.0,15171.0,11,1
2664,XML100_1333_19,100,90.0,16194.0,9,1
2665,XML100_1333_20,100,80.0,16121.0,10,1
2666,XML100_1333_21,100,62.0,21427.0,13,1
2667,XML100_1333_22,100,78.0,19611.0,10,1
2668,XML100_1333_23,100,74.0,16307.0,11,1
2669,XML100_1333_24,100,81.0,16329.0,9,1
2670,XML100_1333_25,100,67.0,20687.0,11,1
2671,XML100_1333_26,100,74.0,17448.0,11,1
2672,XML100_1333_27,100,79.0,15488.0,10,1
2673,XML100_1334_01,100,111.0,9848.0,7,1
2674,XML100_1334_02,100,104.0,13214.0,8,1
2675,XML100_1334_03,100,102.0,10577.0,8,1
2676,XML100_1334_04,100,120.0,9714.0,7,1
2677,XML100_1334_05,100,96.0,14027.0,8,1
2678,XML100_1334_06,100,109.0,10365.0,7,1
2679,XML100_1334_07,100,117.0,12512.0,7,1
2680,XML100_1334_08,100,111.0,10077.0,7,1
2681,XML100_1334_09,100,104.0,14878.0,8,1
2682,XML100_1334_10,100,116.0,13137.0,7,1
2683,XML100_1334_11,100,109.0,9553.0,7,1
2684,XML100_1334_12,100,100.0,15952.0,8,1
2685,XML100_1334_13,100,101.0,11049.0,8,1
2686,XML100_1334_14,100,101.0,12558.0,8,1
2687,XML100_1334_15,100,101.0,10709.0,8,1
2688,XML100_1334_16,100,94.0,16603.0,9,1
2689,XML100_1334_17,100,94.0,11559.0,9,1
2690,XML100_1334_18,100,118.0,11165.0,7,1
2691,XML100_1334_19,100,108.0,10843.0,8,1
2692,XML100_1334_20,100,107.0,12960.0,8,1
2693,XML100_1334_21,100,101.0,12778.0,8,1
2694,XML100_1334_22,100,120.0,11779.0,7,1
2695,XML100_1334_23,100,116.0,12097.0,7,1
2696,XML100_1334_24,100,100.0,14779.0,8,1
2697,XML100_1334_25,100,108.0,11674.0,7,1
2698,XML100_1334_26,100,96.0,13752.0,8,1
2699,XML100_1334_27,100,115.0,10986.0,7,1
2700,XML100_1335_01,100,179.0,9516.0,5,1
2701,XML100_1335_02,100,148.0,10813.0,5,1
2702,XML100_1335_03,100,151.0,10431.0,5,1
2703,XML100_1335_04,100,161.0,8929.0,5,1
2704,XML100_1335_05,100,177.0,10401.0,5,1
2705,XML100_1335_06,100,132.0,12331.0,6,1
2706,XML100_1335_07,100,185.0,8789.0,5,1
2707,XML100_1335_08,100,136.0,9038.0,6,1
2708,XML100_1335_09,100,159.0,10078.0,5,1
2709,XML100_1335_10,100,180.0,8612.0,5,1
2710,XML100_1335_11,100,177.0,9375.0,5,1
2711,XML100_1335_12,100,182.0,9599.0,5,1
2712,XML100_1335_13,100,175.0,9084.0,5,1
2713,XML100_1335_14,100,165.0,9788.0,5,1
2714,XML100_1335_15,100,139.0,10455.0,6,1
2715,XML100_1335_16,100,179.0,9587.0,5,1
2716,XML100_1335_17,100,130.0,10366.0,6,1
2717,XML100_1335_18,100,143.0,12711.0,6,1
2718,XML100_1335_19,100,158.0,9854.0,5,1
2719,XML100_1335_20,100,154.0,10480.0,5,1
2720,XML100_1335_21,100,159.0,9649.0,5,1
2721,XML100_1335_22,100,168.0,10386.0,5,1
2722,XML100_1335_23,100,127.0,10967.0,6,1
2723,XML100_1335_24,100,168.0,8802.0,5,1
2724,XML100_1335_25,100,169.0,10164.0,5,1
2725,XML100_1335_26,100,147.0,10329.0,6,1
2726,XML100_1335_27,100,153.0,9965.0,5,1
2727,XML100_1336_01,100,244.0,8054.0,4,1
2728,XML100_1336_02,100,191.0,9283.0,4,1
2729,XML100_1336_03,100,264.0,8127.0,3,1
2730,XML100_1336_04,100,287.0,8599.0,3,1
2731,XML100_1336_05,100,241.0,8269.0,3,1
2732,XML100_1336_06,100,246.0,8152.0,3,1
2733,XML100_1336_07,100,259.0,8060.0,3,1
2734,XML100_1336_08,100,208.0,9919.0,4,1
2735,XML100_1336_09,100,264.0,8611.0,3,1
2736,XML100_1336_10,100,306.0,7890.0,3,1
2737,XML100_1336_11,100,261.0,8344.0,3,1
2738,XML100_1336_12,100,255.0,8350.0,3,1
2739,XML100_1336_13,100,266.0,7943.0,3,1
2740,XML100_1336_14,100,200.0,10047.0,4,1
2741,XML100_1336_15,100,366.0,8037.0,3,1
2742,XML100_1336_16,100,197.0,8220.0,4,1
2743,XML100_1336_17,100,371.0,8326.0,3,1
2744,XML100_1336_18,100,225.0,9724.0,4,1
2745,XML100_1336_19,100,286.0,8036.0,3,1
2746,XML100_1336_20,100,242.0,8731.0,4,1
2747,XML100_1336_21,100,243.0,9643.0,4,1
2748,XML100_1336_22,100,344.0,7361.0,3,1
2749,XML100_1336_23,100,279.0,8960.0,3,1
2750,XML100_1336_24,100,209.0,8550.0,4,1
2751,XML100_1336_25,100,289.0,8963.0,3,1
2752,XML100_1336_26,100,315.0,9160.0,3,1
2753,XML100_1336_27,100,324.0,8609.0,3,1
2754,XML100_1341_01,100,177.0,24931.0,26,1
2755,XML100_1341_02,100,164.0,33994.0,34,1
2756,XML100_1341_03,100,182.0,36558.0,28,1
2757,XML100_1341_04,100,208.0,32040.0,26,1
2758,XML100_1341_05,100,180.0,30011.0,29,1
2759,XML100_1341_06,100,213.0,27686.0,24,1
2760,XML100_1341_07,100,170.0,39170.0,30,1
2761,XML100_1341_08,100,190.0,23193.0,26,1
2762,XML100_1341_09,100,190.0,38499.0,29,1
2763,XML100_1341_10,100,237.0,24780.0,23,1
2764,XML100_1341_11,100,168.0,31987.0,31,1
2765,XML100_1341_12,100,207.0,25259.0,27,1
2766,XML100_1341_13,100,160.0,47434.0,32,1
2767,XML100_1341_14,100,161.0,41256.0,34,1
2768,XML100_1341_15,100,144.0,28415.0,33,1
2769,XML100_1341_16,100,172.0,38532.0,32,1
2770,XML100_1341_17,100,212.0,29462.0,25,1
2771,XML100_1341_18,100,172.0,35147.0,28,1
2772,XML100_1341_19,100,198.0,26465.0,25,1
2773,XML100_1341_20,100,180.0,31271.0,26,1
2774,XML100_1341_21,100,194.0,29422.0,24,1
2775,XML100_1341_22,100,218.0,27525.0,24,1
2776,XML100_1341_23,100,247.0,18922.0,21,1
2777,XML100_1341_24,100,252.0,23972.0,21,1
2778,XML100_1341_25,100,166.0,40866.0,30,1
2779,XML100_1341_26,100,179.0,31177.0,29,1
2780,XML100_1341_27,100,183.0,34913.0,29,1
2781,XML100_1342_01,100,308.0,25885.0,15,1
2782,XML100_1342_02,100,354.0,24610.0,16,1
2783,XML100_1342_03,100,274.0,22363.0,21,1
2784,XML100_1342_04,100,376.0,17016.0,15,1
2785,XML100_1342_05,100,325.0,25274.0,16,1
2786,XML100_1342_06,100,372.0,21536.0,14,1
2787,XML100_1342_07,100,386.0,22363.0,13,1
2788,XML100_1342_08,100,378.0,18679.0,14,1
2789,XML100_1342_09,100,359.0,15410.0,14,1
2790,XML100_1342_10,100,375.0,19843.0,13,1
2791,XML100_1342_11,100,285.0,19905.0,18,1
2792,XML100_1342_12,100,341.0,20154.0,15,1
2793,XML100_1342_13,100,287.0,24792.0,19,1
2794,XML100_1342_14,100,383.0,14966.0,15,1
2795,XML100_1342_15,100,328.0,16465.0,16,1
2796,XML100_1342_16,100,375.0,23635.0,14,1
2797,XML100_1342_17,100,286.0,23656.0,18,1
2798,XML100_1342_18,100,298.0,23604.0,19,1
2799,XML100_1342_19,100,368.0,16511.0,14,1
2800,XML100_1342_20,100,282.0,18829.0,17,1
2801,XML100_1342_21,100,359.0,30294.0,15,1
2802,XML100_1342_22,100,267.0,29158.0,20,1
2803,XML100_1342_23,100,237.0,28706.0,21,1
2804,XML100_1342_24,100,376.0,18266.0,14,1
2805,XML100_1342_25,100,253.0,23895.0,20,1
2806,XML100_1342_26,100,365.0,20980.0,15,1
2807,XML100_1342_27,100,254.0,26657.0,20,1
2808,XML100_1343_01,100,488.0,12855.0,10,1
2809,XML100_1343_02,100,582.0,12311.0,9,1
2810,XML100_1343_03,100,477.0,20211.0,12,1
2811,XML100_1343_04,100,510.0,11850.0,10,1
2812,XML100_1343_05,100,559.0,16497.0,10,1
2813,XML100_1343_06,100,496.0,19792.0,10,1
2814,XML100_1343_07,100,575.0,12969.0,9,1
2815,XML100_1343_08,100,477.0,14415.0,11,1
2816,XML100_1343_09,100,466.0,20256.0,11,1
2817,XML100_1343_10,100,426.0,17925.0,12,1
2818,XML100_1343_11,100,437.0,18745.0,11,1
2819,XML100_1343_12,100,531.0,19515.0,11,1
2820,XML100_1343_13,100,440.0,17714.0,12,1
2821,XML100_1343_14,100,536.0,16858.0,11,1
2822,XML100_1343_15,100,435.0,16520.0,13,1
2823,XML100_1343_16,100,537.0,18463.0,10,1
2824,XML100_1343_17,100,472.0,19933.0,11,1
2825,XML100_1343_18,100,539.0,13912.0,11,1
2826,XML100_1343_19,100,564.0,13087.0,9,1
2827,XML100_1343_20,100,402.0,18190.0,13,1
2828,XML100_1343_21,100,370.0,21256.0,13,1
2829,XML100_1343_22,100,582.0,13373.0,9,1
2830,XML100_1343_23,100,503.0,15089.0,10,1
2831,XML100_1343_24,100,396.0,20402.0,13,1
2832,XML100_1343_25,100,439.0,19604.0,12,1
2833,XML100_1343_26,100,607.0,17752.0,10,1
2834,XML100_1343_27,100,416.0,18934.0,13,1
2835,XML100_1344_01,100,781.0,11522.0,7,1
2836,XML100_1344_02,100,734.0,12138.0,7,1
2837,XML100_1344_03,100,775.0,11519.0,7,1
2838,XML100_1344_04,100,812.0,12477.0,7,1
2839,XML100_1344_05,100,733.0,11727.0,7,1
2840,XML100_1344_06,100,743.0,11886.0,7,1
2841,XML100_1344_07,100,661.0,12808.0,8,1
2842,XML100_1344_08,100,696.0,10878.0,7,1
2843,XML100_1344_09,100,611.0,9994.0,8,1
2844,XML100_1344_10,100,733.0,12659.0,8,1
2845,XML100_1344_11,100,804.0,12309.0,7,1
2846,XML100_1344_12,100,570.0,13221.0,9,1
2847,XML100_1344_13,100,682.0,14244.0,9,1
2848,XML100_1344_14,100,560.0,11838.0,9,1
2849,XML100_1344_15,100,755.0,10718.0,7,1
2850,XML100_1344_16,100,760.0,13183.0,7,1
2851,XML100_1344_17,100,741.0,11442.0,7,1
2852,XML100_1344_18,100,682.0,11059.0,8,1
2853,XML100_1344_19,100,771.0,11006.0,7,1
2854,XML100_1344_20,100,752.0,13504.0,8,1
2855,XML100_1344_21,100,726.0,12277.0,7,1
2856,XML100_1344_22,100,574.0,15119.0,9,1
2857,XML100_1344_23,100,774.0,10339.0,7,1
2858,XML100_1344_24,100,616.0,10805.0,8,1
2859,XML100_1344_25,100,685.0,12486.0,9,1
2860,XML100_1344_26,100,676.0,10781.0,9,1
2861,XML100_1344_27,100,638.0,12382.0,8,1
2862,XML100_1345_01,100,907.0,11951.0,7,1
2863,XML100_1345_02,100,1136.0,9705.0,5,1
2864,XML100_1345_03,100,1215.0,9402.0,5,1
2865,XML100_1345_04,100,953.0,10065.0,6,1
2866,XML100_1345_05,100,968.0,9263.0,6,1
2867,XML100_1345_06,100,1192.0,9736.0,5,1
2868,XML100_1345_07,100,974.0,8785.0,5,1
2869,XML100_1345_08,100,1118.0,9768.0,5,1
2870,XML100_1345_09,100,1135.0,11148.0,5,1
2871,XML100_1345_10,100,791.0,10597.0,7,1
2872,XML100_1345_11,100,996.0,10424.0,5,1
2873,XML100_1345_12,100,934.0,11219.0,6,1
2874,XML100_1345_13,100,1105.0,7527.0,5,1
2875,XML100_1345_14,100,1119.0,9961.0,5,1
2876,XML100_1345_15,100,1193.0,10168.0,5,1
2877,XML100_1345_16,100,931.0,10672.0,6,1
2878,XML100_1345_17,100,877.0,12940.0,7,1
